timestamp,x,y,z
98916.048852166,1.0,1.0,1.0499999999258205
98916.059099708,1.0,1.0,1.0499999997569793
98916.071226541,1.0,1.0,1.049999999436217
98916.082036958,1.0,1.0,1.0499999990433275
98916.09423625,1.0000000002963028,1.0000000002963028,1.0499999975901877
98916.105992833,1.0000000069666095,1.0000000069666095,1.0499999865935412
98916.116310583,1.0000000512869751,1.0000000512869744,1.0499999575847265
98916.128380875,1.0000002607544523,1.0000002607544414,1.0499999062827314
98916.139227875,1.0000007324230051,1.0000007324229603,1.049999848705191
98916.151375,1.0000017696857693,1.000001769685587,1.0499997581329894
98916.162075166,1.0000033521992868,1.000003352198634,1.0499996474058289
98916.17420125,1.000006280956631,1.0000062809540093,1.0499994806889168
98916.186338958,1.0000109872884086,1.000010987279089,1.0499992700638985
98916.198478875,1.0000182647829763,1.0000182647539537,1.0499990266520345
98916.210286416,1.0000287829973424,1.0000287829189782,1.0499987822549925
98916.221589041,1.0000431137445454,1.0000431135586818,1.0499985773481202
98916.233738,1.0000645809409283,1.0000645805069215,1.0499984467709844
98916.245873416,1.0000940198879447,1.0000940189441365,1.0499984878336779
98916.25801625,1.0001335001426312,1.000133498209905,1.0499988063783565
98916.2683005,1.0001764691306303,1.000176465729039,1.04999938730168
98916.28047475,1.0002408518753598,1.0002408455202823,1.0500005893943067
98916.29262025,1.0003223068774265,1.0003222955124778,1.0500025070330858
98916.304779125,1.0004240865802252,1.000424066989308,1.0500053490656984
98916.316487083,1.0005442485987095,1.000544216533022,1.0500091677947534
98916.328676166,1.0006958181183274,1.000695766129232,1.0500145192916603
98916.339748916,1.0008599787905408,1.0008599000491525,1.0500208130225015
98916.351921625,1.0010731241728732,1.001073002826441,1.0500295859936046
98916.36270875,1.0012937726155122,1.0012935979730933,1.0500392026028529
98916.37407875,1.0015620339585705,1.0015617821710583,1.0500514742220364
98916.385213916,1.0018636353692232,1.0018632809792785,1.0500658612525404
98916.396274416,1.0022047459532246,1.0022042556758497,1.0500826657425937
98916.408418041,1.002631079148472,1.0026303900857927,1.0501041629828305
98916.420091958,1.0030962897391675,1.003095348043604,1.0501279557698742
98916.431580375,1.003611253380514,1.0036099899038158,1.0501544644748264
98916.443785916,1.0042250206426033,1.0042233178342697,1.050186090696973
98916.455959541,1.0049103342293526,1.004908071872868,1.0502212541114815
98916.467523291,1.0056333577879661,1.0056304293006668,1.0502580252976987
98916.4796905,1.0064744728156017,1.0064706755091137,1.0503002770144583
98916.491851291,1.0074021252623424,1.0073972576049524,1.0503461417872675
98916.504015625,1.0084217086231286,1.0084155347491535,1.0503956089760198
98916.516232291,1.009542578991605,1.0095348191922415,1.0504488296201326
98916.527550166,1.0106716223539698,1.0106621131769977,1.0505011877780213
98916.539764,1.0119920691373812,1.011980329120075,1.0505608837400486
98916.551955458,1.0134199997737183,1.0134056329295613,1.0506236563724023
98916.564097708,1.0149555697091832,1.0149381407036382,1.0506891768441202
98916.576253416,1.0166103686395365,1.016589376917458,1.050757592106837
98916.5884035,1.0183859795839358,1.0183608757153553,1.0508286053893232
98916.600571375,1.0202899907973786,1.0202601599738361,1.05090215190742
98916.610893708,1.0220068061375547,1.0219724438792508,1.050966213108097
98916.622595791,1.0240689839863386,1.0240288562072382,1.0510405023956153
98916.6347585,1.0263462449018514,1.0262993597425918,1.051119461339158
98916.646908958,1.0287610564799403,1.0287065793750734,1.051199902124269
98916.659093375,1.0313265005645376,1.0312635004593098,1.0512818458290958
98916.671277958,1.0340394942927218,1.0339669935152527,1.0513647152502787
98916.683416166,1.0368921299639522,1.0368091263974133,1.0514478085504315
98916.695291166,1.0398307879320212,1.0397364434491663,1.0515292350358572
98916.707423041,1.0429870114152238,1.042879928861874,1.0516121902707918
98916.719482416,1.046281443803135,1.0461604840890286,1.0516940594946742
98916.72959475,1.0491666349684072,1.0490330613983359,1.0517618815806544
98916.741756666,1.0527870394381846,1.052637064732729,1.051842162457334
98916.753868125,1.056557983786776,1.0563902891052477,1.0519205248663506
98916.766057875,1.060522426057798,1.0603354481012852,1.0519974672847783
98916.778159416,1.0646281448331703,1.0644205385344438,1.0520716274165869
98916.790344916,1.0689354735892582,1.0687055581824503,1.052143765433332
98916.802501708,1.0734076346163677,1.0731538868708197,1.0522129258250048
98916.813182583,1.077482440735131,1.077206428812025,1.0522710615693318
98916.825370541,1.0823000225078518,1.0819970652016333,1.0523342013251538
